   23101297000.831581        87405969.104151487     
   25353644939.701164        24505576.551663119     
   27825594022.071259        8785901.2780613471     
   30538555088.334126        4112515.3956993609     
   33516026509.388477        2146354.1719542984     
   36783797718.286346        1202110.2572912865     
   40370172585.965500        708194.84892085916     
   44306214575.838867        434518.59255080583     
   48626015800.653534        275673.46308942034     
   53366992312.063019        180258.58078969235     
   58570208180.566734        121248.43175117183     
   64280731172.843193        83797.653424749020     
   70548023107.186310        59444.858594805868     
   77426368268.112778        43249.082471360220     
   84975343590.864380        32250.470741220626     
   93260334688.321808        24635.553109052245     
   102353102189.90268        19271.592797151810     
   112332403297.80266        15434.651673109449     
   123284673944.20634        12569.966365915596     
   135304777457.98076        10345.866551931242     
   148496826225.44635        8555.0824840278274     
   162975083462.06467        7092.4351479543457     
   178864952905.74350        5881.3038664857704     
   196304065004.02686        4875.5859104189012     
   215443469003.18866        4046.4014261614584     
   236448941264.54071        3346.5997335510383     
   259502421139.97321        2776.9092393737096     
   284803586843.58051        2312.9606891837370     
   312571584968.82355        1925.5681229535599     
   343046928631.49121        1614.7112521853737     
   376493580679.24713        1358.5480472604038     
   413201240011.53345        1148.0405556014573     
   453487850812.85913        976.92327648446030     
   497702356433.21136        839.09736217669251     
   546227721768.43372        727.28056121929035     
   599484250318.94214        634.89033751376746     
   657933224657.56824        557.25852404298712     
   722080901838.54565        494.70782702229531     
   792482898353.91858        442.92378742655552     
   869749002617.78345        400.14690100944165     
   954548456661.83276        365.05054559775186     
   1047615752789.6663        335.98944131536251     
   1149756995397.7356        312.45157792235392     
   1261856883066.0186        293.07506161036895     
   1384886371393.8745        276.82087660152609     
   1519911082952.9331        262.92246218188586     
   1668100537200.0557        251.04450293719756     
   1830738280295.3696        241.12434914301244     
   2009233002565.0459        232.78784280599186     
   2205130739903.0410        225.24028323895499     
   2420128264794.3833        218.49419975550614     
   2656087782946.6841        211.94775634444503     
   2915053062825.1699        205.37474231950506     
   3199267137797.3843        198.96099743550357     
   3511191734215.1274        191.78044347820472     
   3853528593710.5352        184.39030781689732     
   4229242874389.4990        176.77192430514282     
   4641588833612.7725        168.62051374560889     
   5094138014816.3857        160.30509796166427     
   5590810182512.2227        151.34667051205727     
   6135907273413.1885        141.80379513863568     
   6734150657750.8281        131.87235971180309     
   7390722033525.7754        122.22662239771731     
   8111308307896.8887        112.91411526887387     
   8902150854450.3926        103.64961364183580     
   9770099572992.2461        94.267782777804911     
   10722672220103.254        84.944458158260773     
   11768119524349.990        75.837317296781123     
   12915496650148.826        67.082158146245177     
   14174741629268.076        58.790512190712924     
   15556761439304.723        51.048573978289340     
   17073526474706.887        43.917351238147496     
   18738174228603.867        37.433877622079613     
   20565123083486.516        31.613286470845598     
   22570197196339.168        26.451519840159399     
   24770763559917.141        21.928441552862559     
   27185882427329.402        18.011134021627313     
   29836472402833.344        14.657182699346544     
   32745491628777.316        11.817785362872618     
   35938136638046.258        9.4405619801698606     
   39442060594376.477        7.4719808638788967     
   43287612810830.617        5.8593549454683291     
   47508101621027.930        4.5523958300478968     
   52140082879996.742        3.5043411598206631     
   57223676593502.203        2.6726918887214888     
   62802914418342.469        2.0196102438014827     
   68926121043496.813        1.5120368909099999     
   75646332755462.906        1.1215880228661068     
   83021756813197.359       0.82429087429936920     
   91116275611549.063       0.60021075603659246     
   100000000000000.00       0.43301526749099589     
