1.000000e-05	1.000056e-03	1.000057e-03	1.000058e-03	1.000060e-03	1.000065e-03	1.000074e-03	1.000084e-03	1.000094e-03	1.000104e-03	1.000113e-03	1.000132e-03	1.000145e-03	1.000161e-03	1.000174e-03	1.000198e-03	1.000220e-03	1.000241e-03	1.000280e-03
1.023293e-05	1.000057e-03	1.000058e-03	1.000060e-03	1.000062e-03	1.000066e-03	1.000076e-03	1.000086e-03	1.000096e-03	1.000106e-03	1.000116e-03	1.000135e-03	1.000149e-03	1.000164e-03	1.000178e-03	1.000203e-03	1.000225e-03	1.000246e-03	1.000287e-03
1.047129e-05	1.000058e-03	1.000059e-03	1.000061e-03	1.000063e-03	1.000068e-03	1.000078e-03	1.000088e-03	1.000098e-03	1.000108e-03	1.000118e-03	1.000138e-03	1.000152e-03	1.000168e-03	1.000182e-03	1.000208e-03	1.000230e-03	1.000252e-03	1.000294e-03
1.071519e-05	1.000060e-03	1.000061e-03	1.000063e-03	1.000065e-03	1.000070e-03	1.000080e-03	1.000090e-03	1.000101e-03	1.000111e-03	1.000121e-03	1.000141e-03	1.000156e-03	1.000172e-03	1.000187e-03	1.000213e-03	1.000236e-03	1.000258e-03	1.000300e-03
1.096478e-05	1.000061e-03	1.000062e-03	1.000064e-03	1.000066e-03	1.000071e-03	1.000081e-03	1.000092e-03	1.000103e-03	1.000114e-03	1.000124e-03	1.000144e-03	1.000160e-03	1.000176e-03	1.000191e-03	1.000218e-03	1.000241e-03	1.000264e-03	1.000307e-03
1.122018e-05	1.000062e-03	1.000063e-03	1.000066e-03	1.000068e-03	1.000073e-03	1.000083e-03	1.000094e-03	1.000105e-03	1.000116e-03	1.000127e-03	1.000148e-03	1.000163e-03	1.000180e-03	1.000195e-03	1.000223e-03	1.000247e-03	1.000270e-03	1.000315e-03
1.148154e-05	1.000064e-03	1.000065e-03	1.000067e-03	1.000069e-03	1.000074e-03	1.000085e-03	1.000096e-03	1.000108e-03	1.000119e-03	1.000130e-03	1.000151e-03	1.000167e-03	1.000184e-03	1.000200e-03	1.000228e-03	1.000253e-03	1.000277e-03	1.000322e-03
1.174898e-05	1.000065e-03	1.000066e-03	1.000069e-03	1.000071e-03	1.000076e-03	1.000087e-03	1.000099e-03	1.000110e-03	1.000122e-03	1.000133e-03	1.000155e-03	1.000171e-03	1.000189e-03	1.000205e-03	1.000233e-03	1.000259e-03	1.000283e-03	1.000329e-03
1.202264e-05	1.000067e-03	1.000068e-03	1.000070e-03	1.000072e-03	1.000078e-03	1.000089e-03	1.000101e-03	1.000113e-03	1.000124e-03	1.000136e-03	1.000158e-03	1.000175e-03	1.000193e-03	1.000209e-03	1.000239e-03	1.000265e-03	1.000290e-03	1.000337e-03
1.230269e-05	1.000068e-03	1.000070e-03	1.000072e-03	1.000074e-03	1.000080e-03	1.000091e-03	1.000103e-03	1.000115e-03	1.000127e-03	1.000139e-03	1.000162e-03	1.000179e-03	1.000197e-03	1.000214e-03	1.000244e-03	1.000271e-03	1.000296e-03	1.000345e-03
