1.000000e-05	7.943496e-04	7.943497e-04	7.943499e-04	7.943501e-04	7.943502e-04	7.943504e-04	7.943507e-04	7.943510e-04	7.943512e-04	7.943520e-04	7.943528e-04	7.943536e-04	7.943544e-04	7.943551e-04	7.943559e-04	7.943567e-04	7.943575e-04	7.943590e-04	7.943605e-04	7.943621e-04	7.943637e-04	7.943653e-04	7.943686e-04	7.943723e-04	7.943763e-04	7.943810e-04	7.943861e-04	7.944032e-04	7.944296e-04	7.944863e-04	1.000046e-03	7.945808e-04	1.000046e-03
1.023293e-05	7.943500e-04	7.943502e-04	7.943503e-04	7.943505e-04	7.943507e-04	7.943508e-04	7.943512e-04	7.943515e-04	7.943517e-04	7.943525e-04	7.943533e-04	7.943541e-04	7.943549e-04	7.943557e-04	7.943565e-04	7.943573e-04	7.943581e-04	7.943597e-04	7.943613e-04	7.943629e-04	7.943645e-04	7.943661e-04	7.943695e-04	7.943733e-04	7.943773e-04	7.943822e-04	7.943874e-04	7.944049e-04	7.944319e-04	7.944899e-04	1.000047e-03	7.945866e-04	1.000047e-03
1.047129e-05	7.943505e-04	7.943507e-04	7.943508e-04	7.943510e-04	7.943512e-04	7.943513e-04	7.943517e-04	7.943520e-04	7.943522e-04	7.943530e-04	7.943539e-04	7.943547e-04	7.943555e-04	7.943563e-04	7.943571e-04	7.943580e-04	7.943588e-04	7.943604e-04	7.943620e-04	7.943636e-04	7.943653e-04	7.943670e-04	7.943705e-04	7.943743e-04	7.943784e-04	7.943834e-04	7.943888e-04	7.944066e-04	7.944343e-04	7.944936e-04	1.000048e-03	7.945926e-04	1.000048e-03
1.071519e-05	7.943510e-04	7.943511e-04	7.943513e-04	7.943515e-04	7.943517e-04	7.943518e-04	7.943522e-04	7.943525e-04	7.943527e-04	7.943536e-04	7.943544e-04	7.943553e-04	7.943561e-04	7.943569e-04	7.943577e-04	7.943586e-04	7.943594e-04	7.943611e-04	7.943627e-04	7.943644e-04	7.943661e-04	7.943678e-04	7.943714e-04	7.943753e-04	7.943796e-04	7.943846e-04	7.943901e-04	7.944084e-04	7.944367e-04	7.944974e-04	1.000049e-03	7.945987e-04	1.000049e-03
1.096478e-05	7.943514e-04	7.943516e-04	7.943518e-04	7.943520e-04	7.943522e-04	7.943523e-04	7.943527e-04	7.943531e-04	7.943532e-04	7.943541e-04	7.943550e-04	7.943559e-04	7.943567e-04	7.943575e-04	7.943584e-04	7.943593e-04	7.943601e-04	7.943618e-04	7.943635e-04	7.943652e-04	7.943670e-04	7.943687e-04	7.943724e-04	7.943764e-04	7.943807e-04	7.943859e-04	7.943915e-04	7.944102e-04	7.944392e-04	7.945013e-04	1.000050e-03	7.946050e-04	1.000050e-03
1.122018e-05	7.943519e-04	7.943521e-04	7.943523e-04	7.943525e-04	7.943527e-04	7.943529e-04	7.943532e-04	7.943536e-04	7.943538e-04	7.943547e-04	7.943556e-04	7.943565e-04	7.943573e-04	7.943582e-04	7.943591e-04	7.943600e-04	7.943608e-04	7.943626e-04	7.943643e-04	7.943660e-04	7.943678e-04	7.943696e-04	7.943734e-04	7.943775e-04	7.943819e-04	7.943872e-04	7.943930e-04	7.944121e-04	7.944418e-04	7.945053e-04	1.000051e-03	7.946114e-04	1.000052e-03
1.148154e-05	7.943525e-04	7.943526e-04	7.943528e-04	7.943530e-04	7.943532e-04	7.943534e-04	7.943538e-04	7.943541e-04	7.943543e-04	7.943553e-04	7.943562e-04	7.943571e-04	7.943580e-04	7.943588e-04	7.943597e-04	7.943607e-04	7.943615e-04	7.943633e-04	7.943651e-04	7.943669e-04	7.943687e-04	7.943705e-04	7.943744e-04	7.943786e-04	7.943831e-04	7.943885e-04	7.943944e-04	7.944140e-04	7.944444e-04	7.945094e-04	1.000052e-03	7.946180e-04	1.000053e-03
1.174898e-05	7.943530e-04	7.943532e-04	7.943534e-04	7.943536e-04	7.943538e-04	7.943539e-04	7.943543e-04	7.943547e-04	7.943549e-04	7.943559e-04	7.943568e-04	7.943577e-04	7.943586e-04	7.943595e-04	7.943604e-04	7.943614e-04	7.943623e-04	7.943641e-04	7.943659e-04	7.943677e-04	7.943696e-04	7.943715e-04	7.943754e-04	7.943797e-04	7.943843e-04	7.943899e-04	7.943959e-04	7.944160e-04	7.944470e-04	7.945136e-04	1.000054e-03	7.946247e-04	1.000054e-03
1.202264e-05	7.943535e-04	7.943537e-04	7.943539e-04	7.943541e-04	7.943543e-04	7.943545e-04	7.943549e-04	7.943553e-04	7.943555e-04	7.943565e-04	7.943574e-04	7.943583e-04	7.943593e-04	7.943602e-04	7.943611e-04	7.943621e-04	7.943630e-04	7.943649e-04	7.943667e-04	7.943686e-04	7.943705e-04	7.943725e-04	7.943765e-04	7.943809e-04	7.943856e-04	7.943913e-04	7.943975e-04	7.944180e-04	7.944498e-04	7.945179e-04	1.000055e-03	7.946315e-04	1.000055e-03
1.230269e-05	7.943541e-04	7.943543e-04	7.943545e-04	7.943547e-04	7.943549e-04	7.943551e-04	7.943555e-04	7.943559e-04	7.943561e-04	7.943571e-04	7.943580e-04	7.943590e-04	7.943600e-04	7.943609e-04	7.943619e-04	7.943629e-04	7.943638e-04	7.943657e-04	7.943676e-04	7.943695e-04	7.943715e-04	7.943734e-04	7.943775e-04	7.943821e-04	7.943869e-04	7.943927e-04	7.943991e-04	7.944200e-04	7.944526e-04	7.945222e-04	1.000056e-03	7.946385e-04	1.000057e-03
